"","title","code","type","last update of data","last table structure change","data start","data end","values","table_w_code"
"989","Divorces by duration of marriage (reached during the year)","demo_ndivdur","dataset","21.03.2019","06.06.2019","1990","2017",NA,"Divorces by duration of marriage (reached during the year) (demo_ndivdur)"
"990","Divorces by citizenship of wife (CITIZEN) and husband (PARTNER)","demo_divcz","dataset","22.03.2019","22.03.2019","2012","2017",NA,"Divorces by citizenship of wife (CITIZEN) and husband (PARTNER) (demo_divcz)"
"991","Divorces by country of birth of wife (C_BIRTH) and husband (PARTNER)","demo_divcb","dataset","22.03.2019","22.03.2019","2012","2017",NA,"Divorces by country of birth of wife (C_BIRTH) and husband (PARTNER) (demo_divcb)"
"992","Asylum and first time asylum applicants by citizenship, age and sex Annual aggregated data (rounded)","migr_asyappctza","dataset","18.06.2019","22.03.2019","2008","2018",NA,"Asylum and first time asylum applicants by citizenship, age and sex Annual aggregated data (rounded) (migr_asyappctza)"
"993","Asylum and first time asylum applicants by citizenship, age and sex Monthly data (rounded)","migr_asyappctzm","dataset","06.08.2019","06.08.2019","2008M01","2019M07",NA,"Asylum and first time asylum applicants by citizenship, age and sex Monthly data (rounded) (migr_asyappctzm)"
"994","Persons subject of asylum applications pending at the end of the month by citizenship, age and sex Monthly data (rounded)","migr_asypenctzm","dataset","25.07.2019","09.07.2019","2008M01","2019M06",NA,"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex Monthly data (rounded) (migr_asypenctzm)"
"995","Asylum applications withdrawn by citizenship, age and sex Annual aggregated data (rounded)","migr_asywitha","dataset","22.03.2019","22.03.2019","2008","2018",NA,"Asylum applications withdrawn by citizenship, age and sex Annual aggregated data (rounded) (migr_asywitha)"
"996","Asylum applications withdrawn by citizenship, age and sex Monthly data (rounded)","migr_asywithm","dataset","16.07.2019","09.07.2019","2008M01","2019M06",NA,"Asylum applications withdrawn by citizenship, age and sex Monthly data (rounded) (migr_asywithm)"
"997","Asylum applicants considered to be unaccompanied minors by citizenship, age and sex Annual data (rounded)","migr_asyunaa","dataset","18.06.2019","26.03.2019","2008","2018",NA,"Asylum applicants considered to be unaccompanied minors by citizenship, age and sex Annual data (rounded) (migr_asyunaa)"
"998","Asylum applicants by citizenship till 2007 Annual data (rounded)","migr_asyctz","dataset","13.11.2009","18.05.2018","1985","2007",NA,"Asylum applicants by citizenship till 2007 Annual data (rounded) (migr_asyctz)"
"999","First time asylum applicants by citizenship till December 2007 Monthly data (rounded)","migr_asyctzm","dataset","26.03.2009","17.07.2019","1999M01","2007M12",NA,"First time asylum applicants by citizenship till December 2007 Monthly data (rounded) (migr_asyctzm)"
"1000","First instance decisions on applications by citizenship, age and sex Annual aggregated data (rounded)","migr_asydcfsta","dataset","11.07.2019","22.03.2019","2008","2018",NA,"First instance decisions on applications by citizenship, age and sex Annual aggregated data (rounded) (migr_asydcfsta)"
"1001","First instance decisions on applications by citizenship, age and sex Quarterly data (rounded)","migr_asydcfstq","dataset","16.07.2019","09.07.2019","2008Q1","2019Q2",NA,"First instance decisions on applications by citizenship, age and sex Quarterly data (rounded) (migr_asydcfstq)"
"1002","Decisions withdrawing status granted at first instance decision by type of status withdrawn and by citizenship Annual aggregated data (rounded)","migr_asywitfsta","dataset","07.05.2019","25.03.2019","2008","2018",NA,"Decisions withdrawing status granted at first instance decision by type of status withdrawn and by citizenship Annual aggregated data (rounded) (migr_asywitfsta)"
"1003","Decisions withdrawing status granted at first instance decision by type of status withdrawn and by citizenship Quarterly data (rounded)","migr_asywitfstq","dataset","16.07.2019","09.07.2019","2008Q1","2019Q2",NA,"Decisions withdrawing status granted at first instance decision by type of status withdrawn and by citizenship Quarterly data (rounded) (migr_asywitfstq)"
"1004","Final decisions on applications by citizenship, age and sex Annual data (rounded)","migr_asydcfina","dataset","23.05.2019","26.03.2019","2008","2018",NA,"Final decisions on applications by citizenship, age and sex Annual data (rounded) (migr_asydcfina)"
"1005","Decisions withdrawing status granted as final decision by type of status withdrawn Annual data (rounded)","migr_asywitfina","dataset","28.05.2019","26.03.2019","2008","2018",NA,"Decisions withdrawing status granted as final decision by type of status withdrawn Annual data (rounded) (migr_asywitfina)"
"1006","Resettled persons by age, sex and citizenship Annual data (rounded)","migr_asyresa","dataset","03.06.2019","26.03.2019","2008","2018",NA,"Resettled persons by age, sex and citizenship Annual data (rounded) (migr_asyresa)"
"1007","Decisions on asylum applications by citizenship till 2007 Annual data (rounded)","migr_asydctzy","dataset","26.03.2009","17.07.2017","1999","2007",NA,"Decisions on asylum applications by citizenship till 2007 Annual data (rounded) (migr_asydctzy)"
"1008","Decisions on asylum applications by citizenship till December 2007 Monthly data (rounded)","migr_asydctzm","dataset","04.08.2009","17.07.2017","2002M01","2007M12",NA,"Decisions on asylum applications by citizenship till December 2007 Monthly data (rounded) (migr_asydctzm)"
"1009","Incoming 'Dublin' requests by submitting country (PARTNER), type of request and legal provision","migr_dubri","dataset","23.07.2019","23.07.2019","2008","2018",NA,"Incoming 'Dublin' requests by submitting country (PARTNER), type of request and legal provision (migr_dubri)"
"1010","Outgoing 'Dublin' requests by receiving country (PARTNER), type of request and legal provision","migr_dubro","dataset","23.07.2019","23.07.2019","2008","2018",NA,"Outgoing 'Dublin' requests by receiving country (PARTNER), type of request and legal provision (migr_dubro)"
"1011","Incoming 'Dublin' requests based on EURODAC by submitting country (PARTNER), type of request and legal provision","migr_dubredaci","dataset","23.07.2019","18.06.2019","2008","2018",NA,"Incoming 'Dublin' requests based on EURODAC by submitting country (PARTNER), type of request and legal provision (migr_dubredaci)"
"1012","Outgoing 'Dublin' requests based on EURODAC by receiving country (PARTNER), type of request and legal provision","migr_dubredaco","dataset","23.07.2019","18.06.2019","2008","2018",NA,"Outgoing 'Dublin' requests based on EURODAC by receiving country (PARTNER), type of request and legal provision (migr_dubredaco)"
"1013","Pending 'Dublin' incoming requests by submitting country (PARTNER) and type of request","migr_dubrpeni","dataset","29.07.2019","18.06.2019","2008","2018",NA,"Pending 'Dublin' incoming requests by submitting country (PARTNER) and type of request (migr_dubrpeni)"
"1014","Pending 'Dublin' outgoing requests by receiving country (PARTNER) and type of request","migr_dubrpeno","dataset","24.07.2019","18.06.2019","2008","2018",NA,"Pending 'Dublin' outgoing requests by receiving country (PARTNER) and type of request (migr_dubrpeno)"
"1015","Incoming 'Dublin' requests for information by submitting country (PARTNER) and legal provision","migr_dubrinfi","dataset","23.07.2019","23.07.2019","2016","2018",NA,"Incoming 'Dublin' requests for information by submitting country (PARTNER) and legal provision (migr_dubrinfi)"
"1016","Outgoing 'Dublin' requests for information by receiving country (PARTNER) and legal provision","migr_dubrinfo","dataset","23.07.2019","23.07.2019","2016","2018",NA,"Outgoing 'Dublin' requests for information by receiving country (PARTNER) and legal provision (migr_dubrinfo)"
"1017","Incoming responses to 'Dublin' requests for information by submitting country (PARTNER), legal provision and duration of response","migr_dubresi","dataset","23.07.2019","23.07.2019","2016","2018",NA,"Incoming responses to 'Dublin' requests for information by submitting country (PARTNER), legal provision and duration of response (migr_dubresi)"
"1018","Outgoing responses to 'Dublin' requests for information by receiving country (PARTNER), legal provision and duration of response","migr_dubreso","dataset","23.07.2019","23.07.2019","2016","2018",NA,"Outgoing responses to 'Dublin' requests for information by receiving country (PARTNER), legal provision and duration of response (migr_dubreso)"
"1019","Unilateral 'Dublin' decisions by partner country and type of decision","migr_dubduni","dataset","23.07.2019","18.06.2019","2014","2018",NA,"Unilateral 'Dublin' decisions by partner country and type of decision (migr_dubduni)"
"1020","Decisions on incoming 'Dublin' requests by submitting country (PARTNER), type of decision, type of request and legal provision","migr_dubdi","dataset","23.07.2019","23.07.2019","2008","2018",NA,"Decisions on incoming 'Dublin' requests by submitting country (PARTNER), type of decision, type of request and legal provision (migr_dubdi)"
"1021","Decisions on outgoing 'Dublin' requests by receiving country (PARTNER), type of decision, type of request and legal provision","migr_dubdo","dataset","23.07.2019","23.07.2019","2008","2018",NA,"Decisions on outgoing 'Dublin' requests by receiving country (PARTNER), type of decision, type of request and legal provision (migr_dubdo)"
"1022","Decisions on Incoming 'Dublin' requests based on EURODAC by submitting country (PARTNER) and type of request","migr_dubdedaci","dataset","23.07.2019","18.06.2019","2008","2018",NA,"Decisions on Incoming 'Dublin' requests based on EURODAC by submitting country (PARTNER) and type of request (migr_dubdedaci)"
"1023","Decisions on outgoing 'Dublin' requests based on EURODAC by receiving country (PARTNER) and type of request","migr_dubdedaco","dataset","23.07.2019","18.06.2019","2008","2018",NA,"Decisions on outgoing 'Dublin' requests based on EURODAC by receiving country (PARTNER) and type of request (migr_dubdedaco)"
"1024","Incoming 'Dublin' transfers by submitting country (PARTNER), legal provision and duration of transfer","migr_dubti","dataset","23.07.2019","23.07.2019","2008","2018",NA,"Incoming 'Dublin' transfers by submitting country (PARTNER), legal provision and duration of transfer (migr_dubti)"
"1025","Outgoing 'Dublin' transfers by receiving country (PARTNER), legal provision and duration of transfer","migr_dubto","dataset","23.07.2019","23.07.2019","2008","2018",NA,"Outgoing 'Dublin' transfers by receiving country (PARTNER), legal provision and duration of transfer (migr_dubto)"
"1026","Pending incoming 'Dublin' transfers by submitting country (PARTNER)","migr_dubtpeni","dataset","23.07.2019","18.06.2019","2008","2018",NA,"Pending incoming 'Dublin' transfers by submitting country (PARTNER) (migr_dubtpeni)"
"1027","Pending outgoing 'Dublin' transfers by receiving country (PARTNER)","migr_dubtpeno","dataset","23.07.2019","18.06.2019","2008","2018",NA,"Pending outgoing 'Dublin' transfers by receiving country (PARTNER) (migr_dubtpeno)"
"1028","Third country nationals refused entry at the external borders - annual data (rounded)","migr_eirfs","dataset","18.07.2019","27.03.2019","2008","2018",NA,"Third country nationals refused entry at the external borders - annual data (rounded) (migr_eirfs)"
"1029","Third country nationals found to be illegally present - annual data (rounded)","migr_eipre","dataset","04.07.2019","15.04.2019","2008","2018",NA,"Third country nationals found to be illegally present - annual data (rounded) (migr_eipre)"
"1030","Third country nationals ordered to leave - annual data (rounded)","migr_eiord","dataset","04.06.2019","17.05.2019","2008","2018",NA,"Third country nationals ordered to leave - annual data (rounded) (migr_eiord)"
"1031","Third country nationals ordered to leave by citizenship, age and sex - quarterly data (rounded)","migr_eiord1","dataset","19.07.2019","19.07.2019","2018Q1","2019Q2",NA,"Third country nationals ordered to leave by citizenship, age and sex - quarterly data (rounded) (migr_eiord1)"
"1032","Third country nationals returned following an order to leave - annual data (rounded)","migr_eirtn","dataset","04.06.2019","17.05.2019","2008","2018",NA,"Third country nationals returned following an order to leave - annual data (rounded) (migr_eirtn)"
"1033","Third country nationals returned following an order to leave by citizenship age and sex - quarterly data (rounded)","migr_eirtn1","dataset","19.07.2019","19.07.2019","2018Q1","2019Q2",NA,"Third country nationals returned following an order to leave by citizenship age and sex - quarterly data (rounded) (migr_eirtn1)"
"1034","Third-country nationals who have left the territory by type of return and citizenship","migr_eirt_vol","dataset","27.06.2019","27.06.2019","2011","2018",NA,"Third-country nationals who have left the territory by type of return and citizenship (migr_eirt_vol)"
"1035","Third-country nationals who have left the territory by type of assistance received and citizenship","migr_eirt_ass","dataset","07.05.2019","07.05.2019","2014","2018",NA,"Third-country nationals who have left the territory by type of assistance received and citizenship (migr_eirt_ass)"
